crash_year,hour_of_day,latitude,longitude
2016,15,39 58:10.092,75 08:22.485
2016,0,39 59:55.791,75 09:32.347
2016,16,39 56:29.551,75 09:49.528
2016,10,39 59:24.079,75 09:37.472
2016,9,39 57:04.500,75 13:36.087
2016,1,39 56:54.304,75 09:26.658
2016,9,39 57:35.260,75 13:22.523
2016,13,40 02:40.038,75 03:57.459
2016,16,39 56:50.107,75 13:36.654
2016,99,39 57:20.998,75 14:09.675
2016,18,39 58:14.842,75 13:30.231
2016,15,40 02:20.683,75 03:34.752
2016,19,39 56:14.257,75 09:44.390
2016,8,40 01:12.400,75 06:44.828
2016,23,39 57:08.945,75 08:27.564
2016,18,39 55:06.954,75 13:33.265
2016,15,40 00:26.409,75 11:22.020
2016,21,40 03:22.903,75 04:30.486
2016,13,40 01:30.637,75 07:31.531
2016,13,40 05:37.000,75 01:53.900
2016,0,40 00:18.706,75 04:32.854
2016,6,39 53:51.894,75 11:07.193
2016,5,40 01:13.310,75 08:29.186
2016,15,39 58:19.332,75 14:46.861
2016,8,40 00:13.290,75 10:51.870
2016,1,39 55:44.832,75 10:42.214
2016,18,40 06:51.342,74 59:16.507
2016,14,39 58:10.234,75 08:21.671
2016,15,39 57:24.296,75 13:02.938
2016,16,40 05:07.379,75 01:27.883
2016,22,39 57:12.441,75 13:48.482
2016,14,40 02:05.924,75 11:18.304
2016,2,40 02:43.800,75 09:53.514
2016,8,39 56:05.323,75 09:43.228
2016,11,40 01:11.208,75 09:02.246
2016,6,40 01:53.600,75 09:13.500
2016,15,40 02:16.040,75 00:43.130
2016,15,39 59:15.266,75 09:39.571
2016,13,39 57:06.151,75 08:29.297
2016,21,39 58:20.327,75 14:56.539
2016,4,40 01:38.532,75 01:31.019
2016,8,40 03:44.895,75 10:56.542
2016,2,40 00:43.454,75 10:54.798
2016,16,39 58:20.731,75 15:11.873
2016,12,39 59:12.711,75 06:17.787
2016,14,39 57:37.009,75 14:23.092
2016,21,40 02:20.709,75 08:41.028
2016,18,40 01:31.355,75 04:23.942
2016,1,40 01:06.762,75 10:01.463
2016,12,40 02:19.978,75 03:57.862
2016,5,40 02:57.307,75 09:20.210
2016,21,39 58:18.644,75 14:41.701
2016,8,39 55:41.603,75 10:07.610
2016,8,40 00:54.170,75 03:15.821
2016,20,40 03:04.449,75 00:31.039
2016,9,40 00:29.387,75 05:31.528
2016,13,40 01:39.889,75 08:53.131
2016,18,39 59:01.330,75 07:34.456
2016,7,39 56:42.381,75 14:46.762
2016,13,40 07:08.922,75 00:28.069
2016,13,40 02:10.729,75 03:51.497
2016,12,40 00:11.036,75 09:51.469
2016,3,40 00:17.123,75 07:26.248
2016,4,39 56:36.682,75 08:55.532
2016,99,39 57:07.661,75 09:41.216
2016,4,39 55:24.960,75 10:59.865
2016,11,39 56:39.490,75 09:18.158
2016,14,39 58:48.767,75 09:26.884
2016,20,39 54:09.827,75 09:17.105
2016,21,39 57:24.872,75 09:13.565
2016,2,39 53:57.009,75 10:40.516
2016,16,40 02:06.731,75 08:43.670
2016,19,39 58:21.476,75 13:03.992
2016,14,39 57:46.096,75 12:10.780
2016,22,39 58:01.462,75 14:37.589
2016,10,39 57:06.151,75 08:29.297
2016,14,39 55:12.482,75 14:27.117
2016,18,39 57:12.138,75 10:17.638
2016,14,40 02:30.700,75 03:41.300
2016,8,39 59:31.730,75 05:57.398
2016,15,40 04:40.774,75 12:38.329
2016,15,40 00:07.131,75 05:46.626
2016,17,39 55:38.059,75 11:43.428
2016,0,40 00:55.607,75 08:59.223
2016,20,39 58:15.733,75 09:20.582
2016,14,39 57:33.578,75 08:25.990
2016,22,39 57:25.155,75 09:25.774
2016,23,40 01:37.534,75 06:41.810
2016,14,39 57:42.288,75 09:27.800
2016,21,39 57:12.474,75 09:59.983
2016,21,40 03:12.113,74 59:12.000
2016,7,39 58:20.951,75 11:37.343
2016,17,40 00:13.365,75 09:24.230
2016,22,40 00:37.002,75 09:33.091
2016,17,39 58:59.947,75 12:29.481
2016,3,39 58:43.772,75 06:34.336
2016,16,40 04:06.217,75 08:53.733
2016,2,39 58:07.165,75 09:36.414
2016,2,39 58:28.976,75 11:54.231
2016,8,39 55:16.600,75 09:42.307
2016,0,40 04:00.598,75 10:52.935
2016,21,40 02:21.792,75 10:39.889
2016,10,40 03:07.681,75 05:44.635
2016,19,39 53:36.293,75 14:09.945
2016,17,39 57:41.520,75 13:28.357
2016,17,39 59:23.112,75 07:03.787
2016,13,39 55:49.951,75 11:56.490
2016,18,39 58:00.942,75 14:33.020
2016,1,40 07:00.511,75 02:31.245
2016,3,39 55:18.136,75 11:25.690
2016,17,40 05:09.951,75 12:42.717
2016,13,39 57:42.562,75 13:35.561
2016,23,40 00:09.964,75 07:32.368
2016,2,40 00:02.181,75 09:29.033
2016,20,40 02:07.843,75 05:23.438
2016,12,40 01:27.922,75 08:48.832
2016,7,40 01:36.552,75 01:34.622
2016,0,39 53:20.486,75 13:07.533
2016,8,40 00:54.831,75 08:59.392
2016,5,40 01:57.810,75 06:23.231
2016,15,39 53:05.100,75 13:44.936
2016,17,40 01:39.308,75 11:30.930
2016,7,40 00:16.952,75 04:39.395
2016,19,40 02:35.626,75 10:51.146
2016,4,39 57:27.736,75 09:44.915
2016,21,39 59:26.194,75 07:26.859
2016,17,40 00:28.291,75 04:17.515
2016,19,39 55:20.782,75 08:51.235
2016,99,39 58:45.206,75 08:41.557
2016,19,40 02:12.848,75 08:02.883
2016,20,39 59:52.039,75 07:50.619
2016,18,39 56:11.083,75 13:08.439
2016,15,39 56:43.472,75 10:47.006
2016,16,39 58:46.596,75 13:06.166
2016,99,40 01:17.349,75 08:23.594
2016,12,40 00:14.125,75 13:14.515
2016,19,40 02:43.859,75 05:17.937
2016,15,39 59:31.996,75 14:44.598
2016,12,39 57:50.551,75 14:39.847
2016,14,40 02:30.206,75 00:15.687
2016,15,39 59:00.390,75 05:51.695
2016,11,40 02:10.324,75 00:55.869
2016,13,40 00:02.181,75 09:29.033
2016,11,39 54:58.554,75 09:23.075
2016,11,39 55:42.339,75 14:31.257
2016,7,40 02:11.698,75 01:48.835
2016,18,40 00:16.549,75 10:36.938
2016,7,40 04:21.003,75 11:16.958
2016,13,39 55:57.597,75 11:07.029
2016,2,39 58:15.557,75 09:19.192
2016,20,40 06:34.653,74 58:55.107
2016,19,39 59:05.424,75 13:26.336
2016,16,39 57:27.588,75 09:37.023
2016,22,39 53:10.780,75 14:56.533
2016,18,40 00:54.463,75 12:27.076
2016,15,39 54:14.630,75 13:34.143
2016,12,40 00:52.738,75 10:42.411
2016,8,39 54:29.066,75 08:45.906
2016,1,39 56:53.970,75 09:38.404
2016,10,40 03:54.789,75 10:05.158
2016,1,40 01:06.113,75 08:54.943
2016,15,39 56:25.699,75 11:14.495
2016,3,39 54:52.663,75 08:52.364
2016,19,39 59:07.148,75 12:43.768
2016,23,39 57:18.313,75 12:53.207
2016,17,39 57:30.700,75 14:51.629
2016,20,40 02:37.492,75 05:52.965
2016,20,40 02:44.864,74 59:40.862
2016,14,40 01:21.316,75 09:26.420
2016,5,39 55:00.491,75 11:24.197
2016,99,40 02:16.959,75 08:37.915
2016,7,39 55:39.727,75 10:14.239
2016,12,40 02:30.166,75 03:40.132
2016,20,39 58:35.313,75 14:07.216
2016,4,39 56:44.094,75 11:24.352
2016,14,40 01:53.367,75 05:37.564
2016,9,39 59:22.866,75 09:28.871
2016,12,39 59:57.454,75 08:07.119
2016,9,39 56:28.971,75 13:13.899
2016,16,39 59:06.231,75 05:40.901
2016,0,39 58:46.488,75 10:33.466
2016,1,40 02:28.000,75 11:13.700
2016,19,40 01:47.161,75 04:00.307
2016,11,40 04:26.842,75 11:26.959
2016,1,39 57:35.463,75 10:43.002
2016,1,40 01:31.989,75 09:15.673
2016,23,40 02:38.360,75 01:53.896
2016,0,40 03:12.464,75 03:17.783
2016,17,39 57:32.256,75 14:07.331
2016,15,39 56:59.100,75 10:03.072
2016,17,40 03:48.540,75 08:27.840
2016,17,40 00:56.218,75 04:16.807
2016,7,40 02:20.942,75 06:36.006
2016,7,40 00:19.857,75 06:19.237
2016,19,39 53:34.600,75 13:25.000
2016,19,39 58:30.244,75 10:05.352
2016,13,39 57:58.720,75 08:09.637
2016,6,39 59:37.178,75 14:32.817
2016,13,40 01:36.217,75 03:22.736
2016,14,39 58:12.411,75 09:33.284
2016,13,39 58:48.509,75 12:19.045
2016,12,40 01:38.690,75 07:30.352
2016,19,39 58:46.408,75 13:30.869
2016,18,40 02:08.965,75 10:29.000
2016,22,40 00:42.501,75 06:35.945
2016,0,39 59:16.908,75 14:06.122
2016,17,39 56:24.381,75 11:05.801
2016,9,39 56:54.184,75 08:30.116
2016,19,40 00:20.692,75 05:56.577
2016,5,40 05:09.951,75 12:42.717
2016,21,39 54:59.607,75 14:44.785
2016,4,39 55:54.752,75 11:59.242
2016,8,39 54:08.500,75 14:24.100
2016,1,39 57:56.209,75 08:13.549
2016,15,39 57:51.897,75 12:26.052
2016,19,39 55:56.949,75 09:04.391
2016,12,39 57:00.398,75 09:50.914
2016,9,39 58:02.283,75 10:13.458
2016,4,39 55:24.508,75 09:45.637
2016,15,40 00:55.443,75 08:16.749
2016,4,39 55:12.424,75 11:18.764
2016,0,40 00:49.338,75 06:00.320
2016,16,40 05:52.489,75 01:09.146
2016,13,39 59:02.329,75 05:48.907
2016,21,39 54:19.501,75 10:24.816
2016,11,39 59:47.795,75 06:52.605
2016,20,39 59:39.409,75 07:14.714
2016,11,39 57:51.984,75 08:03.331
2016,15,40 03:45.318,75 10:14.844
2016,21,39 58:25.193,75 09:32.499
2016,5,40 02:19.640,75 00:30.741
2016,4,39 59:02.438,75 06:08.748
2016,99,40 01:00.965,75 09:05.545
2016,20,40 03:10.073,75 13:39.209
2016,17,40 03:41.185,75 05:01.882
2016,22,39 57:11.367,75 09:11.303
2016,22,40 03:43.131,75 14:06.194
2016,16,39 54:32.812,75 13:58.504
2016,13,40 02:33.283,75 07:26.051
2016,99,40 01:00.965,75 09:05.545
2016,6,40 01:58.877,75 01:13.541
2016,12,39 58:51.718,75 11:13.340
2016,20,39 56:31.386,75 11:38.579
2016,99,40 02:31.014,75 08:38.781
2016,17,40 00:32.396,75 04:04.362
2016,6,39 56:59.084,75 08:28.827
2016,8,40 02:59.510,75 04:32.444
2016,13,39 58:49.876,75 09:56.358
2016,20,40 00:39.770,75 09:51.899
2016,14,40 00:41.536,75 10:57.703
2016,13,39 58:41.227,75 09:14.985
2016,7,39 55:54.223,75 10:05.306
2016,5,40 00:31.633,75 12:17.561
2016,19,39 54:32.129,75 14:30.685
2016,21,39 58:15.104,75 11:34.926
2016,12,39 57:45.204,75 12:37.981
2016,23,39 59:33.831,75 07:13.101
2016,15,39 58:13.038,75 12:50.032
2016,12,40 03:57.203,75 09:33.548
2016,16,40 01:01.210,75 08:59.914
2016,8,40 06:50.346,75 01:28.894
2016,9,39 59:10.687,75 06:42.883
2016,16,40 01:28.770,75 03:16.227
2016,14,39 57:45.403,75 11:14.261
2016,11,39 58:34.219,75 09:39.495
2016,16,40 04:03.101,75 10:45.744
2016,18,39 59:30.758,75 09:03.300
2016,13,40 03:15.517,75 02:58.198
2016,8,39 58:59.095,75 08:39.082
2016,8,39 56:43.207,75 13:46.335
2016,12,40 03:10.350,75 10:30.712
2016,15,40 00:05.426,75 08:06.851
2016,6,39 58:57.266,75 05:58.503
2016,0,39 58:46.556,75 06:25.136
2016,4,39 53:37.508,75 11:44.371
2016,10,40 02:13.434,75 04:35.432
2016,3,40 02:12.733,75 03:57.535
2016,0,39 55:53.491,75 11:58.849
2016,9,40 01:32.593,75 07:25.934
2016,10,40 03:12.900,75 08:29.229
2016,18,39 54:42.067,75 13:20.093
2016,20,39 52:35.774,75 15:24.932
2016,12,39 58:38.507,75 13:37.478
2016,12,40 01:52.718,75 05:05.883
2016,16,40 04:51.077,75 01:43.585
2016,21,39 58:10.407,75 08:22.684
2016,7,40 00:08.715,75 10:19.491
2016,19,39 55:01.524,75 09:45.539
2016,18,39 58:20.066,75 11:37.079
2016,3,39 56:57.040,75 14:29.126
2016,7,40 06:27.231,75 03:13.701
2016,23,39 53:17.242,75 13:00.431
2016,17,40 02:01.856,75 03:13.420
2016,12,40 02:13.745,75 00:49.510
2016,18,39 54:47.100,75 14:35.859
2016,0,39 57:21.549,75 13:03.370
2016,8,40 02:47.950,75 01:34.993
2016,8,39 53:50.875,75 15:07.486
2016,0,39 57:31.834,75 12:22.607
2016,21,39 57:54.315,75 09:38.699
2016,12,39 59:08.043,75 15:30.778
2016,6,39 58:59.201,75 12:22.631
2016,6,40 01:18.364,75 12:58.804
2016,17,40 02:22.738,75 04:57.290
2016,8,39 57:42.285,75 14:19.698
2016,9,40 02:49.217,75 08:20.805
2016,0,39 59:11.840,75 14:15.904
2016,14,40 02:32.737,75 00:13.602
2016,12,40 00:31.034,75 04:07.810
2016,12,40 02:06.421,75 04:15.407
2016,18,40 01:51.272,75 10:00.061
2016,99,39 55:21.501,75 11:06.750
2016,19,39 58:00.026,75 09:18.169
2016,20,39 57:44.937,75 08:22.831
2016,20,40 02:57.622,75 00:11.422
2016,2,40 00:17.348,75 11:12.245
2016,23,39 55:15.755,75 13:26.897
2016,19,39 59:55.689,75 04:07.131
2016,14,39 56:25.391,75 13:34.660
2016,22,40 02:05.740,75 07:52.467
2016,21,40 00:36.733,75 05:53.140
2016,15,40 01:16.896,75 03:48.084
2016,17,40 01:47.921,75 06:15.655
2016,16,40 02:08.101,75 04:13.712
2016,0,39 54:20.727,75 11:38.377
2016,0,39 57:45.204,75 12:37.981
2016,12,40 02:19.806,75 03:35.693
2016,17,39 58:59.892,75 09:30.928
2016,19,40 03:07.781,75 04:03.513
2016,9,40 01:01.667,75 09:04.024
2016,8,40 03:46.810,75 02:32.237
2016,3,39 59:43.217,75 11:51.454
2016,9,40 01:45.841,75 06:17.203
2016,99,39 58:20.544,75 09:59.380
2016,13,39 58:48.500,75 13:38.114
2016,21,39 59:42.181,75 13:05.700
2016,11,40 00:26.733,75 12:00.502
2016,10,40 00:20.476,75 08:04.829
2016,16,40 00:34.091,75 09:10.460
2016,6,39 56:22.149,75 11:49.847
2016,15,39 57:32.594,75 10:20.200
2016,21,40 01:53.018,75 03:46.770
2016,12,40 00:23.324,75 06:18.464
2016,15,39 58:26.116,75 12:23.386
2016,0,40 02:15.052,75 00:45.872
2016,6,39 58:52.386,75 12:24.631
2016,14,40 05:54.736,75 01:49.041
2016,19,39 59:28.606,75 05:11.121
2016,6,39 58:10.213,75 12:45.380
2016,17,40 01:46.993,75 05:17.249
2016,18,40 00:34.866,75 03:52.664
2016,23,39 55:47.510,75 13:17.515
2016,19,40 02:23.726,75 07:13.540
2016,9,40 00:44.089,75 09:35.208
2016,8,39 58:35.994,75 12:17.593
2016,2,39 55:07.618,75 11:09.725
2016,23,39 53:23.105,75 14:01.659
2016,16,40 03:47.184,75 03:06.187
2016,7,40 01:20.289,75 09:43.290
2016,22,40 00:19.424,75 06:33.741
2016,15,39 57:44.677,75 14:26.820
2016,18,40 00:43.064,75 10:33.675
2016,7,39 58:10.453,75 12:41.538
2016,5,40 00:20.213,75 06:09.590
2016,11,39 55:19.389,75 11:19.759
2016,16,40 05:44.394,74 58:49.458
2016,11,40 00:33.637,75 03:57.511
2016,20,40 04:48.378,75 02:31.348
2016,15,39 57:40.557,75 14:05.578
2016,3,39 57:37.263,75 14:25.159
2016,15,39 56:24.184,75 11:45.285
2016,21,39 55:25.464,75 08:51.074
2016,8,39 53:40.926,75 13:46.059
2016,12,39 57:50.117,75 10:22.220
2016,3,39 57:12.696,75 11:07.083
2016,19,39 55:28.531,75 10:16.770
2016,1,39 57:20.804,75 12:57.349
2016,20,39 58:14.417,75 12:30.082
2016,7,39 57:20.098,75 14:02.378
2016,16,39 56:50.704,75 14:23.171
2016,18,39 59:14.294,75 07:28.613
2016,18,40 04:42.670,75 02:11.924
2016,12,39 57:50.445,75 13:15.099
2016,16,39 59:28.991,75 12:11.430
2016,2,39 56:15.867,75 13:32.487
2016,14,39 57:25.952,75 09:06.249
2016,0,39 57:32.561,75 13:01.166
2016,7,39 58:32.149,75 07:17.461
2016,9,39 59:20.992,75 05:16.581
2016,17,40 01:42.976,75 03:31.335
2016,14,39 55:11.208,75 11:17.768
2016,16,39 58:49.057,75 12:19.888
2016,23,40 00:20.327,75 06:06.507
2016,17,39 57:37.202,75 10:51.590
2016,19,40 02:09.822,75 05:16.321
2016,14,40 01:01.828,75 12:41.134
2016,20,40 00:15.188,75 08:55.136
2016,10,39 58:35.233,75 11:21.692
2016,11,40 02:28.161,75 04:49.426
2016,12,40 01:38.920,75 11:33.330
2016,15,39 59:21.294,75 06:17.741
2016,9,40 02:40.301,75 11:35.235
2016,17,40 02:06.731,75 08:43.670
2016,6,39 54:24.322,75 11:31.134
2016,22,40 00:00.071,75 05:57.450
2016,6,40 02:43.414,75 07:35.925
2016,2,39 59:16.127,75 05:31.456
2016,17,39 55:38.208,75 14:05.229
2016,12,39 56:12.386,75 13:09.663
2016,10,40 02:08.266,75 04:52.045
2016,12,40 04:51.077,75 01:43.585
2016,19,39 56:54.491,75 11:10.619
2016,2,40 00:58.740,75 08:38.450
2016,13,39 59:28.136,75 05:42.179
2016,17,39 57:45.378,75 10:36.522
2016,20,40 03:15.962,75 08:52.411
2016,8,39 58:00.716,75 10:51.344
2016,22,39 56:43.252,75 09:05.795
2016,11,40 02:06.421,75 04:15.407
2016,0,40 01:02.297,75 12:08.211
2016,7,39 57:07.402,75 10:24.565
2016,13,39 57:35.942,75 10:43.171
2016,16,39 58:04.699,75 09:01.853
2016,8,40 01:45.754,75 06:22.752
2016,17,40 00:21.783,75 08:21.022
2016,1,40 01:53.383,75 03:47.425
2016,8,39 56:17.886,75 10:13.058
2016,17,39 59:07.647,75 15:30.765
2016,13,39 53:56.134,75 10:10.370
2016,6,40 02:13.280,75 06:31.683
2016,17,40 01:02.812,75 08:57.656
2016,5,40 01:27.916,75 01:50.981
2016,2,40 00:54.170,75 09:25.160
2016,10,40 04:20.236,75 14:20.957
2016,19,39 57:30.232,75 09:52.027
2016,8,40 00:42.000,75 08:04.000
2016,17,40 01:20.289,75 09:43.290
2016,99,39 58:11.253,75 08:29.393
2016,12,40 05:06.085,75 13:43.966
2016,20,40 02:44.041,75 10:47.226
2016,17,39 57:20.669,75 12:56.254
2016,19,40 01:23.199,75 08:12.918
2016,13,39 58:46.461,75 10:15.811
2016,11,40 02:56.810,75 00:09.765
2016,16,39 57:11.353,75 14:55.491
2016,16,39 55:54.085,75 08:43.859
2016,15,40 00:29.314,75 09:40.503
2016,16,39 57:12.850,75 10:23.484
2016,18,39 56:23.694,75 09:53.496
2016,10,40 00:47.715,75 04:07.554
2016,2,39 59:12.595,75 12:24.189
2016,0,39 58:46.240,75 13:05.204
2016,17,39 59:17.101,75 09:27.205
2016,12,39 56:55.252,75 08:30.708
2016,3,40 00:46.775,75 10:49.968
2016,17,39 59:10.877,75 12:03.498
2016,99,39 59:07.606,75 05:48.056
2016,0,39 57:59.106,75 13:29.402
2016,14,40 01:59.902,75 04:19.196
2016,19,40 00:35.888,75 09:59.719
2016,8,39 56:59.326,75 09:19.840
2016,19,39 55:46.067,75 14:35.330
2016,16,39 56:45.965,75 09:14.285
2016,19,40 00:28.154,75 09:05.193
2016,8,40 01:59.118,75 10:52.400
2016,11,39 57:35.911,75 10:42.928
2016,11,40 02:19.838,75 10:17.839
2016,19,39 58:08.111,75 08:10.324
2016,13,39 58:48.136,75 09:39.038
2016,10,39 56:56.040,75 14:44.033
2016,22,40 01:39.516,75 05:58.346
2016,15,40 00:37.539,75 04:10.114
2016,3,39 59:00.886,75 05:50.602
2016,18,40 01:04.041,75 10:20.986
2016,13,39 57:28.586,75 09:50.892
2016,21,40 05:07.441,75 02:14.475
2016,9,40 03:11.465,75 00:10.869
2016,17,39 55:35.245,75 13:49.904
2016,15,39 58:18.037,75 09:40.121
2016,8,39 57:36.624,75 08:13.909
2016,8,40 03:57.202,75 10:35.464
2016,12,40 04:26.865,75 09:30.131
2016,9,40 02:49.423,75 09:47.462
2016,9,39 54:39.823,75 13:49.691
2016,14,40 02:00.810,75 10:55.322
2016,19,39 54:19.409,75 11:40.036
2016,15,39 59:58.128,75 10:21.752
2016,22,39 56:34.191,75 09:01.951
2016,5,40 04:43.364,74 57:55.029
2016,17,39 58:39.802,75 13:40.252
2016,21,40 01:48.388,75 05:29.702
2016,1,40 02:57.444,75 05:17.091
2016,1,39 57:04.187,75 09:12.892
2016,18,39 59:41.987,75 09:45.964
2016,18,39 57:22.272,75 09:08.914
2016,18,40 04:50.725,75 01:42.964
2016,13,40 01:12.932,75 04:20.139
2016,19,40 03:39.823,75 02:36.668
2016,3,40 04:50.725,75 01:42.964
2016,11,40 02:25.163,75 04:01.519
2016,7,39 55:04.119,75 09:29.768
2016,23,39 56:30.926,75 09:31.759
2016,16,39 57:57.483,75 11:11.441
2016,6,39 57:25.688,75 09:03.847
2016,8,39 58:23.685,75 12:43.721
2016,19,40 04:08.982,75 00:26.173
2016,12,39 57:53.895,75 14:22.174
2016,11,40 03:08.023,74 59:15.322
2016,22,39 58:04.320,75 07:52.636
2016,13,40 03:35.236,75 08:00.273
2016,23,39 54:47.100,75 14:35.859
2016,4,39 59:50.669,75 04:55.143
2016,7,39 56:18.325,75 08:31.573
2016,10,39 54:38.552,75 09:56.365
2016,15,40 01:23.804,75 08:18.477
2016,20,40 02:18.806,75 12:41.675
2016,22,39 58:30.226,75 11:42.705
2016,23,39 58:06.181,75 07:44.293
2016,22,39 54:54.124,75 14:40.365
2016,14,39 57:28.465,75 09:43.614
2016,16,39 59:03.796,75 09:15.868
2016,16,40 04:19.712,75 01:58.660
2016,13,39 58:16.522,75 12:42.363
2016,21,39 57:01.504,75 14:42.907
2016,16,40 02:25.798,75 03:31.964
2016,9,40 00:00.716,75 11:42.608
2016,0,39 56:12.351,75 12:57.119
2016,13,39 57:56.523,75 12:13.626
2016,15,40 06:34.687,75 01:34.329
2016,19,39 57:11.903,75 09:46.196
2016,99,39 59:39.012,75 07:12.007
2016,20,40 02:24.471,75 00:21.345
2016,12,39 55:27.951,75 10:12.319
2016,12,40 01:38.083,75 11:00.691
2016,15,39 58:19.428,75 07:14.033
2016,20,40 05:39.706,75 01:47.638
2016,15,40 01:35.450,75 01:36.632
2016,99,39 59:18.690,75 13:40.573
2016,17,40 01:40.095,75 05:55.134
2016,19,39 53:23.412,75 14:00.414
2016,22,40 06:27.686,74 58:37.881
2016,10,40 01:23.451,75 02:54.894
2016,14,39 55:50.923,75 09:40.532
2016,18,40 03:07.487,75 08:30.826
2016,99,40 00:01.281,75 07:07.294
2016,13,40 00:32.626,75 04:05.859
2016,16,40 07:47.857,75 01:06.909
2016,12,40 01:59.300,75 10:39.291
2016,14,40 01:55.629,75 06:29.031
2016,8,40 02:08.965,75 10:29.000
2016,15,40 01:40.570,75 03:35.007
2016,13,39 59:31.977,75 11:40.856
2016,12,39 57:34.998,75 14:06.748
2016,7,39 55:03.752,75 10:39.799
2016,12,39 58:25.440,75 12:44.571
2016,16,40 02:12.577,75 04:09.489
2016,19,39 58:13.818,75 08:53.306
2016,23,39 54:47.100,75 14:35.859
2016,16,39 57:13.169,75 11:55.692
2016,9,39 58:53.364,75 10:46.527
2016,11,39 57:20.438,75 12:09.426
2016,18,40 00:02.543,75 13:10.945
2016,13,39 59:51.786,75 04:53.470
2016,16,39 55:30.973,75 11:36.339
2016,2,39 58:22.565,75 07:16.519
2016,13,39 55:26.395,75 11:23.891
2016,21,39 59:25.800,75 14:57.070
2016,12,39 58:16.954,75 08:52.617
2016,8,40 02:24.186,75 00:21.771
2016,19,39 57:02.081,75 10:26.991
2016,17,39 59:38.680,75 07:29.355
2016,16,39 57:31.199,75 10:09.018
2016,0,39 57:58.837,75 11:30.778
2016,14,40 02:49.411,75 05:27.941
2016,6,40 00:53.705,75 03:15.132
2016,15,39 56:32.733,75 10:31.782
2016,19,39 58:10.746,75 12:41.274
2016,11,40 00:38.808,75 07:35.921
2016,18,39 58:38.000,75 14:38.186
2016,16,39 58:29.311,75 14:53.974
2016,4,40 00:24.850,75 11:55.240
2016,22,40 01:52.906,75 03:21.682
2016,20,39 54:45.075,75 11:33.144
2016,9,40 03:08.005,75 03:21.585
2016,13,40 03:16.801,75 08:28.434
2016,21,39 53:43.503,75 11:35.556
2016,16,40 01:53.151,75 09:17.114
2016,10,40 04:12.680,75 10:49.758
2016,20,40 04:59.4,75 01:23.4
2016,21,40 00:25.052,75 04:06.438
2016,19,39 59:34.565,75 13:03.613
2016,16,39 56:34.069,75 10:25.946
2016,18,40 00:02.497,75 09:28.880
2016,11,39 59:52.406,75 06:41.945
2016,11,39 57:05.807,75 09:28.411
2016,8,39 55:03.853,75 09:27.698
2016,14,39 58:14.108,75 09:03.120
2016,15,39 59:50.139,75 10:48.842
2016,16,40 00:56.113,75 08:21.944
2016,17,40 04:51.077,75 01:43.585
2016,21,39 57:46.545,75 12:47.214
2016,21,39 56:02.036,75 08:50.171
2016,13,39 58:26.709,75 08:00.139
2016,19,40 02:32.447,75 03:22.207
2016,9,40 04:20.820,75 10:20.211
2016,1,39 59:28.669,75 09:30.520
2016,6,40 02:04.164,75 02:53.357
2016,7,39 58:12.028,75 09:47.185
2016,1,39 55:16.534,75 11:37.854
2016,15,40 00:58.003,75 10:06.546
2016,17,40 03:26.949,75 14:05.835
2016,9,40 03:38.138,75 09:02.195
2016,10,39 59:48.168,75 10:16.318
2016,14,40 02:50.539,75 01:39.536
2016,21,39 56:51.959,75 13:31.380
2016,13,40 02:19.640,75 07:25.924
2016,7,40 02:27.170,75 01:46.902
2016,13,39 57:10.634,75 12:11.430
2016,8,39 58:06.137,75 07:46.529
2016,17,39 55:29.898,75 10:39.748
2016,19,39 55:35.261,75 11:40.817
2016,13,40 02:02.519,75 10:19.743
2016,7,39 56:11.473,75 08:39.472
2016,21,39 58:45.800,75 06:30.175
2016,17,39 54:39.707,75 08:54.770
2016,22,39 57:38.633,75 10:53.963
2016,7,39 54:34.626,75 14:31.527
2016,12,40 01:20.289,75 09:43.290
2016,8,39 59:49.629,75 13:07.414
2016,9,40 01:00.648,75 08:58.512
2016,16,39 58:14.108,75 09:03.120
2016,3,40 00:00.792,75 09:11.142
2016,16,39 57:00.784,75 14:13.909
2016,19,39 56:46.959,75 08:32.744
2016,9,39 58:36.142,75 11:50.556
2016,2,39 54:40.810,75 14:33.592
2016,99,40 00:11.036,75 09:51.469
2016,12,40 06:16.124,75 01:55.527
2016,23,39 59:58.739,75 11:25.757
2016,4,40 03:15.962,75 08:52.411
2016,6,39 56:59.768,75 12:11.690
2016,19,39 59:50.159,75 11:47.214
2016,22,39 58:25.359,75 13:49.886
2016,4,40 01:40.524,75 06:37.520
2016,21,40 01:40.946,75 06:36.204
2016,18,39 58:03.764,75 09:41.856
2016,0,40 00:49.241,75 10:46.383
2016,8,39 59:29.569,75 13:35.687
2016,18,39 55:44.513,75 14:27.409
2016,6,39 59:11.319,75 04:10.841
2016,21,40 02:03.712,75 01:08.793
2016,10,39 58:14.108,75 09:03.120
2016,19,40 00:25.134,75 11:58.673
2016,7,39 54:58.218,75 11:24.362
2016,6,40 02:19.773,75 08:37.097
2016,1,40 01:17.681,75 08:50.654
2016,16,39 58:04.387,75 07:50.239
2016,0,39 58:51.349,75 06:11.518
2016,19,40 01:03.845,75 10:18.990
2016,1,39 58:20.690,75 14:34.767
2016,17,40 02:52.988,75 04:08.639
2016,3,39 56:18.900,75 11:54.432
2016,18,40 03:57.202,75 10:35.464
2016,6,40 00:28.243,75 04:17.622
2016,10,39 59:13.272,75 08:13.617
