crash_year,hour_of_day,latitude,longitude
2015,1,40 00:57.144,75 09:13.828
2015,8,40 02:12.055,75 05:14.236
2015,16,40 02:24.310,75 13:27.374
2015,22,39 57:32.256,75 14:07.331
2015,20,40 03:28.078,75 11:05.536
2015,8,39 55:14.659,75 12:52.863
2015,20,39 58:01.856,75 11:17.846
2015,9,39 58:35.544,75 06:51.844
2015,2,40 00:56.600,75 10:35.303
2015,8,39 57:02.907,75 09:04.324
2015,22,40 02:20.022,75 00:29.761
2015,10,39 57:36.739,75 14:20.898
2015,8,39 58:56.787,75 08:22.488
2015,21,40 05:49.711,75 01:05.375
2015,8,40 02:38.941,75 14:50.455
2015,0,39 58:09.194,75 08:03.916
2015,19,40 00:24.350,75 07:53.666
2015,23,39 57:22.122,75 12:22.921
2015,8,39 56:23.967,75 09:55.735
2015,21,39 59:45.863,75 11:49.312
2015,10,39 59:55.740,75 09:32.515
2015,20,39 57:15.642,75 13:26.511
2015,18,39 57:59.949,75 13:29.552
2015,17,40 01:17.486,75 08:23.326
2015,9,39 56:23.459,75 12:41.033
2015,23,39 59:54.554,75 09:12.498
2015,17,40 04:01.347,75 10:24.416
2015,11,40 03:15.318,75 09:37.285
2015,6,40 01:45.224,75 03:32.779
2015,15,39 57:02.011,75 10:59.369
2015,11,39 57:12.696,75 11:07.083
2015,23,39 58:31.396,75 11:41.061
2015,14,40 00:15.056,75 10:39.938
2015,14,40 00:43.192,75 04:11.917
2015,10,40 00:12.117,75 06:05.648
2015,15,40 01:41.455,75 03:50.389
2015,11,39 54:46.491,75 08:26.480
2015,15,40 02:21.627,75 11:05.396
2015,19,40 03:48.970,75 12:00.871
2015,12,40 02:44.074,75 03:22.222
2015,15,40 00:35.900,75 10:26.800
2015,17,40 02:43.800,75 09:53.514
2015,9,40 04:57.327,74 57:57.675
2015,16,39 56:56.554,75 12:53.848
2015,8,39 55:25.457,75 08:51.076
2015,17,40 04:50.820,75 01:42.117
2015,9,40 04:12.780,75 04:13.488
2015,8,39 54:29.444,75 11:21.024
2015,14,40 00:58.229,75 02:46.572
2015,9,39 59:09.671,75 08:29.563
2015,10,39 59:50.003,75 07:09.812
2015,19,40 03:13.292,75 03:17.077
2015,0,39 57:35.991,75 10:47.030
2015,22,39 58:43.818,75 06:34.214
2015,18,39 56:39.778,75 09:48.913
2015,16,40 01:35.500,75 05:01.400
2015,18,39 59:02.781,75 13:52.589
2015,9,40 03:46.561,75 05:10.966
2015,9,40 01:19.837,75 13:05.894
2015,6,39 59:45.571,75 05:31.702
2015,12,39 57:45.731,75 09:47.018
2015,10,40 05:13.555,74 58:17.087
2015,15,39 57:08.252,75 09:15.136
2015,19,40 00:14.047,75 08:57.044
2015,18,39 56:58.586,75 11:58.815
2015,1,40 04:51.448,75 01:44.242
2015,1,39 58:26.619,75 13:59.854
2015,19,40 03:46.848,75 03:18.044
2015,8,40 00:59.656,75 12:09.477
2015,23,40 01:43.449,75 08:38.083
2015,14,40 03:34.700,75 02:43.600
2015,16,40 03:04.905,75 05:55.787
2015,99,39 55:10.311,75 14:34.799
2015,14,39 59:30.333,75 06:00.066
2015,8,40 01:13.600,75 09:17.091
2015,7,39 57:29.202,75 12:33.876
2015,17,39 57:10.294,75 09:42.784
2015,10,39 59:56.122,75 07:56.806
2015,18,39 56:44.761,75 11:24.265
2015,19,39 57:19.624,75 08:53.013
2015,18,39 56:50.784,75 09:59.154
2015,19,40 00:52.928,75 03:53.895
2015,18,40 01:55.430,75 06:22.752
2015,21,39 58:56.312,75 10:25.276
2015,22,40 02:25.990,75 12:52.300
2015,11,39 53:32.915,75 13:21.046
2015,15,39 55:01.571,75 10:16.330
2015,23,40 01:58.459,75 02:55.285
2015,12,40 03:11.181,75 08:59.701
2015,13,40 05:12.438,74 58:18.635
2015,20,39 57:28.863,75 09:46.717
2015,6,40 00:36.124,75 12:23.394
2015,13,39 55:32.766,75 14:38.745
2015,21,39 57:09.795,75 09:29.186
2015,21,40 01:00.708,75 08:58.113
2015,14,39 57:30.397,75 14:14.901
2015,9,39 59:07.899,75 12:08.005
2015,23,39 57:53.649,75 09:33.990
2015,20,40 04:12.010,75 09:45.872
2015,21,39 57:21.085,75 11:29.255
2015,18,40 00:22.203,75 09:06.487
2015,12,39 57:08.078,75 12:24.915
2015,19,40 01:02.992,75 05:07.954
2015,16,39 58:46.049,75 11:47.058
2015,17,40 04:03.341,75 11:49.759
2015,21,39 57:37.798,75 10:52.783
2015,12,39 56:27.704,75 10:27.386
2015,20,39 59:21.645,75 07:14.530
2015,23,39 59:25.796,75 14:57.065
2015,11,40 04:27.539,75 02:05.367
2015,22,39 59:55.820,75 09:32.507
2015,15,40 01:38.531,75 06:48.498
2015,13,39 56:58.617,75 09:14.100
2015,12,39 57:03.858,75 09:56.243
2015,11,39 59:31.909,75 08:09.945
2015,10,39 55:49.339,75 13:39.363
2015,17,39 56:53.589,75 09:52.428
2015,10,39 57:28.549,75 09:44.252
2015,8,40 00:39.297,75 06:11.451
2015,3,40 00:28.684,75 08:19.557
2015,16,39 59:29.075,75 12:11.252
2015,15,40 00:36.632,75 03:47.817
2015,99,39 58:43.280,75 14:58.891
2015,15,40 02:49.034,75 05:02.579
2015,15,39 55:02.896,75 13:00.066
2015,8,40 01:03.766,75 10:20.649
2015,99,39 59:51.514,75 08:48.199
2015,14,39 58:17.655,75 08:46.741
2015,21,40 03:24.231,75 03:38.871
2015,2,40 03:15.991,75 05:09.164
2015,4,40 01:35.093,75 01:35.557
2015,0,39 59:02.850,75 12:29.987
2015,18,39 57:16.538,75 12:23.154
2015,19,39 57:07.221,75 10:56.831
2015,9,40 00:21.759,75 05:28.695
2015,7,39 57:38.752,75 13:28.926
2015,14,39 59:25.796,75 14:57.065
2015,9,39 56:27.254,75 13:36.778
2015,4,39 58:38.737,75 12:00.582
2015,19,40 02:01.277,75 08:45.274
2015,19,39 57:15.760,75 13:57.356
2015,18,40 03:23.515,75 10:58.111
2015,16,39 56:52.004,75 13:41.588
2015,16,40 02:47.983,75 03:28.970
2015,9,39 59:06.427,75 12:09.662
2015,9,40 01:45.357,75 10:53.338
2015,13,40 01:50.524,75 03:42.293
2015,9,40 01:48.531,75 08:48.060
2015,19,39 58:51.794,75 12:23.914
2015,6,39 54:24.624,75 11:37.576
2015,20,39 59:27.011,75 07:51.262
2015,23,40 03:28.059,75 00:31.473
2015,4,39 57:52.884,75 14:11.986
2015,12,39 56:53.519,75 09:51.947
2015,18,39 54:46.200,75 09:01.099
2015,16,39 59:10.168,75 07:36.303
2015,15,40 02:43.364,75 09:23.803
2015,17,40 02:37.449,75 08:17.555
2015,12,39 54:29.604,75 14:30.178
2015,10,40 01:54.735,75 07:53.327
2015,12,39 59:42.872,75 06:21.150
2015,21,40 02:22.459,75 07:00.307
2015,13,39 56:22.379,75 11:53.331
2015,17,40 04:16.152,75 12:04.128
2015,2,39 57:41.633,75 09:06.417
2015,23,39 56:26.089,75 12:41.184
2015,9,39 57:15.449,75 08:23.048
2015,0,39 59:56.975,75 09:12.438
2015,16,40 01:10.084,75 09:04.424
2015,16,39 56:45.089,75 14:25.018
2015,19,40 02:51.144,75 06:44.351
2015,9,39 56:19.460,75 11:50.104
2015,14,39 54:56.372,75 14:08.498
2015,10,40 02:42.682,75 07:30.227
2015,21,39 59:40.203,75 05:52.871
2015,8,40 02:37.394,75 13:41.844
2015,12,40 00:28.938,75 04:23.823
2015,1,40 01:36.832,75 05:50.065
2015,10,39 58:18.210,75 07:23.100
2015,16,40 03:58.955,74 58:55.792
2015,7,39 57:34.009,75 14:21.443
2015,12,39 59:27.160,75 08:36.052
2015,17,39 55:59.763,75 11:59.127
2015,22,39 57:35.851,75 10:46.011
2015,99,39 59:53.917,75 13:48.441
2015,8,40 01:43.906,75 05:09.211
2015,7,39 57:27.542,75 09:44.544
2015,17,39 59:57.640,75 11:55.202
2015,23,40 05:57.051,75 00:44.384
2015,18,40 02:06.731,75 08:43.670
2015,9,40 02:45.192,75 07:49.688
2015,11,40 01:28.955,75 05:37.343
2015,9,40 00:06.022,75 09:58.575
2015,23,40 00:04.168,75 10:25.852
2015,19,39 57:04.025,75 10:42.594
2015,19,40 04:19.382,75 00:46.920
2015,14,40 04:26.007,75 09:38.390
2015,8,39 53:34.426,75 11:49.063
2015,13,39 57:16.246,75 14:00.711
2015,4,40 04:50.509,75 04:53.896
2015,23,40 01:44.341,75 06:21.815
2015,17,40 01:56.185,75 03:03.545
2015,17,40 03:53.330,75 09:26.827
2015,5,39 59:13.003,75 12:28.028
2015,23,40 01:49.597,75 01:19.178
2015,7,40 02:09.234,75 04:12.944
2015,6,40 07:23.956,75 00:18.712
2015,21,39 54:50.437,75 14:20.388
2015,15,39 55:14.545,75 09:31.215
2015,15,40 02:11.789,75 03:52.061
2015,22,40 02:37.485,75 05:43.389
2015,17,39 56:36.304,75 13:12.928
2015,23,40 05:36.346,75 01:52.568
2015,10,39 59:39.504,75 11:55.993
2015,3,39 56:36.478,75 11:33.107
2015,21,40 02:48.324,75 00:02.726
2015,17,40 02:56.583,75 08:32.788
2015,12,40 01:50.664,75 07:20.636
2015,10,39 59:04.957,75 06:10.964
2015,19,39 57:22.442,75 13:10.587
2015,18,40 00:38.268,75 08:14.776
2015,5,40 01:43.651,75 06:00.532
2015,23,39 59:29.569,75 13:35.687
2015,9,39 57:17.713,75 09:05.995
2015,17,39 56:11.346,75 08:55.255
2015,7,39 58:33.619,75 10:07.256
2015,19,40 02:11.683,75 13:06.904
2015,23,40 01:15.121,75 04:27.828
2015,7,39 55:56.906,75 13:28.606
2015,16,39 56:56.025,75 11:22.873
2015,8,40 01:14.273,75 02:35.006
2015,9,39 59:21.706,75 09:20.126
2015,14,39 57:12.504,75 10:20.637
2015,23,40 00:43.064,75 10:33.675
2015,9,40 00:22.870,75 12:27.762
2015,11,40 01:18.731,75 10:38.332
2015,18,39 59:31.308,75 07:17.698
2015,11,39 59:06.525,75 09:35.319
2015,17,39 57:43.161,75 14:26.866
2015,19,40 00:02.213,75 04:45.738
2015,12,39 57:34.405,75 10:31.021
2015,12,40 01:53.211,75 05:04.703
2015,22,39 55:11.864,75 12:04.907
2015,11,40 01:06.321,75 11:10.226
2015,5,40 01:18.102,75 08:23.227
2015,17,40 02:47.065,75 09:43.574
2015,15,40 05:22.893,75 03:25.406
2015,19,40 01:51.812,75 05:23.405
2015,17,40 01:47.842,75 09:53.911
2015,17,40 02:50.173,75 10:03.883
2015,12,39 59:04.320,75 07:36.941
2015,11,39 59:49.480,75 06:44.053
2015,13,39 54:42.724,75 10:21.917
2015,20,40 00:27.748,75 09:29.267
2015,16,39 54:50.196,75 08:57.992
2015,99,40 02:39.088,75 09:45.868
2015,6,40 02:10.729,75 03:51.497
2015,9,39 59:45.509,75 09:14.464
2015,11,39 58:10.453,75 12:41.538
2015,9,40 00:32.928,75 08:16.024
2015,21,39 58:25.573,75 15:29.593
2015,1,40 05:41.184,75 00:55.174
2015,23,39 58:19.405,75 14:04.243
2015,22,40 00:37.740,75 09:38.779
2015,2,39 57:41.520,75 13:28.357
2015,7,39 57:05.569,75 14:22.581
2015,13,40 03:04.296,75 03:58.096
2015,18,40 03:29.309,75 10:27.487
2015,8,39 55:09.791,75 14:48.511
2015,4,40 03:34.416,74 59:22.193
2015,17,40 02:06.731,75 08:43.670
2015,20,40 02:12.433,75 04:09.245
2015,5,39 59:10.762,75 12:57.087
2015,17,39 57:04.568,75 10:01.915
2015,16,39 59:14.336,75 05:25.372
2015,12,40 02:31.243,75 05:59.533
2015,23,39 56:54.579,75 09:26.606
2015,8,39 54:27.570,75 11:36.938
2015,16,39 57:04.183,75 12:25.660
2015,22,39 54:46.918,75 14:35.728
2015,12,39 59:35.691,75 08:57.226
2015,99,40 01:42.064,75 06:02.181
2015,22,40 01:13.645,75 09:56.671
2015,16,39 56:05.406,75 10:59.368
2015,99,39 57:04.885,75 09:18.588
2015,2,40 02:19.425,75 08:35.553
2015,9,39 57:36.016,75 10:43.785
2015,11,40 02:20.882,75 01:48.154
2015,19,40 01:52.500,75 08:20.800
2015,18,40 05:54.409,75 01:10.524
2015,22,39 59:42.127,75 11:31.463
2015,10,39 57:36.722,75 10:52.219
2015,11,39 56:18.452,75 10:17.734
2015,15,40 05:58.574,75 00:40.762
2015,22,40 02:08.332,75 04:51.656
2015,12,40 01:21.612,75 08:12.364
2015,1,40 06:51.342,74 59:16.507
2015,15,40 00:11.393,75 09:08.837
2015,7,40 01:01.444,75 05:04.984
2015,6,39 57:01.634,75 11:33.356
2015,16,40 02:43.859,75 05:17.937
2015,18,40 00:07.596,75 04:41.767
2015,22,39 57:34.418,75 10:50.864
2015,19,40 03:46.792,75 08:51.615
2015,15,39 59:45.333,75 06:52.041
2015,10,39 59:22.684,75 06:26.572
2015,3,40 02:16.096,75 01:35.717
2015,1,39 55:47.998,75 11:52.935
2015,20,39 59:53.329,75 05:54.970
2015,18,40 02:39.658,75 00:09.610
2015,11,39 58:34.873,75 11:45.627
2015,17,40 02:49.300,75 04:01.523
2015,18,40 01:47.658,75 08:45.592
2015,4,40 02:49.803,75 10:03.282
2015,17,39 57:41.633,75 09:06.417
2015,1,39 56:48.397,75 09:53.554
2015,15,39 57:59.553,75 12:50.174
2015,9,39 56:34.033,75 14:21.101
2015,3,40 01:16.138,75 06:01.809
2015,0,39 58:04.166,75 08:48.987
2015,6,40 01:50.973,75 02:08.429
2015,13,40 00:31.061,75 12:38.922
2015,8,39 56:04.912,75 13:57.835
2015,18,39 59:32.537,75 05:08.559
2015,21,39 59:34.286,75 08:29.139
2015,14,39 57:21.658,75 09:39.261
2015,14,39 57:15.598,75 13:27.991
2015,17,40 03:38.356,75 01:28.097
2015,8,40 03:24.469,75 09:15.400
2015,11,39 56:35.016,75 14:20.302
2015,17,39 55:24.587,75 08:35.729
2015,11,39 59:11.186,75 09:21.995
2015,99,39 57:50.948,75 14:32.424
2015,22,40 02:16.960,75 13:21.542
2015,19,39 58:34.925,75 07:10.919
2015,17,40 00:35.126,75 06:00.761
2015,14,39 58:28.174,75 07:05.901
2015,21,40 02:00.448,75 10:37.426
2015,8,39 57:36.458,75 09:22.205
2015,16,39 54:37.533,75 10:21.769
2015,0,39 57:07.498,75 12:20.102
2015,18,39 58:53.558,75 07:02.606
2015,8,40 00:50.713,75 08:25.529
2015,21,39 57:02.541,75 09:45.727
2015,15,40 04:51.077,75 01:43.585
2015,19,40 02:00.141,75 12:54.334
2015,11,39 56:55.831,75 14:19.575
2015,21,39 59:30.291,75 06:46.001
2015,20,40 00:49.975,75 07:33.617
2015,20,39 58:01.205,75 09:49.532
2015,21,39 57:36.745,75 11:27.211
2015,15,39 58:10.092,75 08:22.485
2015,6,40 01:10.310,75 10:28.376
2015,4,40 00:51.084,75 05:45.398
2015,18,40 01:07.775,75 11:37.591
2015,7,40 03:42.974,75 04:01.088
2015,12,39 57:36.520,75 10:48.256
2015,12,39 57:56.570,75 09:18.925
2015,22,39 57:33.040,75 14:36.283
2015,9,40 00:25.606,75 04:23.701
2015,13,39 59:58.973,75 04:48.990
2015,8,39 59:27.081,75 07:04.025
2015,8,39 59:48.446,75 11:52.185
2015,14,39 59:06.544,75 07:26.844
2015,7,40 01:23.210,75 07:26.428
2015,5,40 03:16.724,75 07:29.999
2015,2,39 59:37.024,75 13:35.745
2015,6,40 00:33.573,75 03:57.830
2015,99,39 59:41.254,75 14:02.558
2015,13,39 57:22.442,75 13:10.587
2015,0,40 03:06.739,75 03:22.665
2015,18,40 01:56.357,75 01:51.292
2015,22,39 58:29.389,75 11:08.223
2015,13,40 02:18.856,75 08:41.433
2015,12,39 56:41.633,75 08:33.866
2015,18,39 56:33.758,75 11:35.786
2015,5,40 00:27.502,75 07:38.377
2015,19,40 01:01.230,75 03:37.856
2015,5,40 03:19.907,75 07:34.654
2015,15,39 57:27.667,75 12:21.885
2015,15,39 58:04.254,75 11:23.437
2015,15,39 56:52.009,75 13:46.191
2015,99,40 03:29.563,75 02:35.242
2015,6,39 56:25.964,75 08:36.800
2015,1,39 57:25.376,75 14:45.124
2015,10,40 00:26.664,75 12:00.307
2015,17,40 03:46.609,75 02:33.665
2015,23,40 02:04.860,75 02:20.134
2015,1,40 01:56.900,75 10:35.100
2015,10,39 59:35.829,75 05:48.875
2015,19,40 02:09.520,75 09:37.349
2015,3,39 58:27.275,75 10:40.141
2015,23,40 00:09.523,75 09:39.798
2015,15,39 57:21.516,75 11:03.183
2015,22,39 57:36.094,75 10:47.782
2015,99,39 59:12.372,75 09:34.434
2015,17,39 58:31.812,75 11:25.069
2015,99,40 03:10.429,75 08:53.624
2015,2,40 03:01.364,75 03:05.380
2015,17,39 55:05.910,75 12:31.905
2015,16,39 59:25.210,75 07:37.294
2015,18,40 06:35.672,75 01:30.401
2015,17,39 55:22.426,75 09:29.502
2015,22,39 57:17.491,75 09:04.108
2015,15,39 57:34.948,75 10:38.927
2015,14,39 59:29.209,75 08:05.493
2015,10,40 00:34.055,75 11:51.327
2015,7,39 57:32.806,75 09:29.825
2015,8,40 02:32.149,75 03:49.694
2015,23,39 57:06.984,75 09:35.699
2015,18,39 57:32.135,75 08:15.134
2015,9,39 57:20.134,75 09:26.942
2015,18,39 57:28.554,75 09:40.645
2015,5,39 56:26.901,75 09:58.218
2015,16,39 57:41.382,75 14:49.424
2015,12,39 57:34.371,75 11:55.310
2015,0,40 00:49.962,75 03:20.677
2015,8,40 01:13.600,75 09:17.091
2015,18,40 02:28.671,75 03:53.153
2015,99,39 57:35.366,75 09:49.409
2015,8,40 01:07.449,75 04:21.019
2015,6,39 55:11.131,75 12:06.798
2015,20,40 03:08.049,75 10:32.957
2015,1,39 58:56.853,75 12:28.229
2015,18,40 04:50.725,75 01:42.964
2015,13,40 00:01.900,75 06:44.600
2015,22,39 58:07.893,75 13:05.079
2015,2,39 56:52.532,75 08:31.732
2015,17,39 55:46.535,75 10:49.202
2015,3,39 56:36.006,75 12:39.070
2015,7,39 57:34.449,75 09:50.633
2015,6,40 00:11.864,75 11:42.460
2015,23,40 01:08.120,75 02:58.216
2015,15,40 01:23.210,75 07:26.428
2015,15,39 58:31.433,75 11:23.825
2015,8,39 58:14.108,75 09:03.120
2015,1,40 01:39.568,75 11:27.663
2015,20,39 57:43.737,75 10:57.516
2015,23,39 58:27.983,75 11:41.461
2015,16,39 59:40.278,75 09:32.886
2015,17,40 05:47.006,74 58:15.579
2015,2,39 58:20.278,75 07:20.735
2015,9,39 54:54.932,75 08:51.721
2015,13,39 59:30.897,75 07:33.571
2015,16,39 57:28.701,75 10:02.567
2015,16,39 54:23.986,75 11:00.103
2015,18,39 58:25.298,75 13:52.881
2015,13,40 02:28.463,75 01:43.363
2015,8,39 54:57.913,75 14:09.812
2015,5,40 00:49.241,75 10:46.383
2015,14,40 04:59.699,75 01:33.428
2015,12,40 01:42.391,75 09:12.945
2015,0,39 57:41.239,75 08:57.570
2015,99,40 03:11.276,75 05:31.765
2015,16,39 58:06.496,75 07:45.310
2015,10,39 59:05.418,75 06:48.150
2015,12,39 57:27.542,75 09:44.544
2015,22,40 02:42.082,75 05:39.051
2015,16,40 03:34.088,75 08:17.402
2015,20,40 01:39.565,75 03:35.848
2015,15,40 04:24.593,75 09:29.555
2015,11,39 54:56.483,75 09:46.254
2015,18,40 00:40.050,75 09:20.714
2015,13,40 03:36.439,75 09:13.575
2015,4,39 59:23.294,75 09:31.625
2015,17,39 55:45.184,75 13:45.242
2015,15,39 56:56.940,75 08:29.416
2015,17,40 01:06.124,75 05:58.207
2015,12,40 00:36.733,75 05:53.140
2015,2,40 02:40.890,75 03:16.537
2015,12,39 57:33.501,75 09:35.521
2015,8,39 54:48.773,75 08:54.230
2015,9,39 56:09.120,75 14:04.730
2015,2,40 01:17.846,75 13:03.417
2015,3,40 06:34.894,74 59:55.283
2015,21,40 02:15.589,75 02:33.074
2015,17,39 59:37.495,75 05:46.382
2015,6,39 57:15.516,75 13:47.837
2015,22,40 03:51.900,75 01:24.027
2015,20,39 57:11.491,75 11:01.579
2015,21,39 58:37.416,75 11:48.796
2015,3,39 58:00.714,75 08:02.349
2015,21,40 03:35.059,75 08:24.303
2015,12,39 56:51.080,75 10:45.347
2015,17,40 02:28.640,75 02:28.482
2015,7,39 54:43.057,75 08:55.660
2015,17,39 57:20.808,75 09:32.558
2015,11,39 58:39.900,75 13:35.268
2015,19,40 00:37.001,75 03:48.618
2015,21,40 02:44.136,75 04:17.168
2015,18,40 00:48.312,75 07:20.668
2015,16,40 01:24.992,75 03:52.312
2015,16,40 03:52.346,75 14:22.962
2015,7,39 57:36.736,75 10:49.952
2015,16,40 00:27.568,75 08:49.095
2015,8,39 59:21.811,75 08:37.251
2015,11,39 56:16.313,75 10:00.515
2015,19,40 05:45.431,74 58:36.412
2015,14,39 55:51.366,75 10:18.645
2015,15,40 03:02.149,75 03:26.560
2015,11,39 57:21.499,75 09:38.239
2015,17,40 03:29.072,75 09:56.798
2015,9,40 02:09.621,75 02:38.767
2015,19,40 03:57.771,75 04:58.356
2015,18,39 56:39.608,75 09:55.462
2015,8,39 56:52.476,75 09:09.601
2015,21,39 59:59.762,75 07:37.117
2015,15,40 01:57.740,75 04:45.770
2015,15,39 57:17.942,75 12:13.906
2015,21,40 03:00.190,75 09:01.655
2015,3,40 01:39.871,75 10:13.983
2015,14,40 00:26.895,75 11:53.874
2015,0,40 02:32.002,75 06:29.606
2015,8,39 54:07.750,75 14:49.138
2015,13,39 59:51.510,75 11:46.417
2015,17,39 57:02.253,75 08:40.023
2015,10,40 04:18.449,75 01:57.534
2015,9,39 59:59.964,75 09:11.322
2015,22,40 00:52.412,75 06:24.123
2015,17,40 01:44.695,75 03:56.210
2015,14,39 57:28.586,75 09:50.892
2015,18,39 56:17.894,75 09:18.475
2015,11,39 58:15.383,75 07:42.530
2015,2,39 56:26.540,75 08:36.700
2015,19,39 56:55.117,75 11:09.395
2015,14,39 57:36.065,75 14:06.690
2015,18,40 01:35.133,75 03:04.075
2015,20,40 00:25.981,75 07:24.378
2015,17,39 58:02.928,75 11:20.291
2015,0,40 05:26.844,74 58:35.342
2015,10,40 01:35.986,75 10:38.045
2015,19,40 07:51.527,75 00:49.936
2015,12,40 00:47.285,75 12:17.905
2015,15,39 59:36.821,75 11:58.232
2015,4,40 01:00.808,75 03:00.839
2015,11,40 02:39.260,75 03:13.765
2015,13,39 56:23.664,75 11:58.965
2015,17,39 58:03.576,75 13:48.302
2015,18,39 56:19.076,75 14:04.413
2015,22,39 57:29.772,75 10:48.879
2015,5,39 55:24.160,75 11:32.076
2015,17,39 59:07.618,75 12:08.693
2015,10,39 58:12.411,75 11:22.313
2015,22,39 57:06.564,75 09:55.505
2015,14,39 52:55.493,75 14:43.551
2015,19,39 55:00.725,75 10:19.702
2015,23,39 53:08.163,75 12:40.654
2015,7,39 57:34.106,75 13:59.495
2015,18,39 57:46.081,75 08:20.654
2015,14,40 03:46.920,75 12:01.547
2015,12,39 59:06.324,75 09:52.851
2015,20,39 57:26.994,75 14:52.375
2015,10,40 01:35.410,75 02:31.777
2015,20,40 00:50.587,75 04:20.265
2015,17,39 59:45.293,75 05:31.432
2015,21,39 56:41.838,75 11:27.462
2015,10,39 56:35.005,75 11:38.984
2015,2,40 00:46.035,75 03:31.768
2015,13,40 05:19.811,75 01:13.969
2015,0,40 00:45.453,75 08:08.836
2015,18,39 56:32.323,75 10:51.574
2015,20,39 56:34.767,75 09:36.842
2015,16,40 01:14.657,75 02:34.057
2015,16,40 04:59.680,75 01:34.265
2015,23,39 59:02.574,75 12:29.955
2015,0,40 00:47.545,75 08:33.460
2015,9,39 59:55.074,75 09:14.651
2015,15,39 55:51.704,75 09:14.630
2015,8,40 00:37.908,75 09:55.950
2015,17,40 00:49.835,75 03:21.481
2015,19,40 00:05.705,75 09:10.074
2015,2,39 57:50.905,75 10:31.717
2015,14,39 54:34.995,75 11:35.329
2015,16,40 00:44.188,75 03:35.089
2015,17,40 01:13.809,75 11:32.576
2015,23,40 01:49.919,75 07:05.462
2015,17,40 00:38.705,75 03:45.014
2015,13,40 01:23.200,75 07:49.800
2015,0,40 00:30.528,75 06:31.319
2015,99,40 05:54.540,74 59:06.576
2015,18,40 01:18.310,75 07:33.794
2015,10,39 59:51.453,75 05:19.662
2015,4,40 02:21.614,75 00:28.129
2015,15,40 02:53.059,75 04:44.871
2015,21,40 01:31.355,75 04:23.942
2015,7,39 56:30.321,75 13:21.634
2015,11,39 55:33.700,75 09:15.400
2015,13,40 02:07.903,75 02:35.329
2015,18,39 58:18.037,75 09:40.121
2015,11,39 56:45.926,75 11:54.625
2015,15,40 02:54.400,75 06:59.400
2015,5,40 00:58.721,75 03:05.040
2015,15,39 55:36.179,75 11:16.425
2015,12,40 02:37.431,75 07:33.387
2015,23,40 04:09.913,75 05:03.426
2015,9,39 58:00.447,75 10:43.839
2015,1,40 03:58.061,75 03:46.964
2015,15,39 57:37.099,75 10:51.328
2015,19,40 01:13.222,75 06:50.843
2015,16,39 58:26.859,75 12:15.536
2015,7,40 01:34.816,75 04:52.910
2015,9,39 59:40.673,75 05:40.311
2015,16,40 03:31.163,75 11:10.557
2015,13,39 55:02.938,75 10:37.125
2015,15,39 58:09.889,75 11:06.983
2015,14,39 59:38.223,75 07:04.994
2015,21,39 56:36.553,75 08:33.849
2015,17,40 03:51.735,75 04:18.209
2015,7,40 00:52.738,75 10:42.411
2015,12,39 54:27.069,75 13:24.415
2015,8,39 56:02.943,75 13:30.046
2015,15,40 03:48.223,75 05:13.828
2015,16,39 58:27.041,75 10:49.571
2015,16,40 01:30.022,75 07:32.536
2015,19,39 57:17.857,75 10:32.600
2015,6,40 01:21.990,75 08:14.288
2015,10,39 57:05.410,75 10:08.639
2015,5,39 57:33.272,75 13:59.752
2015,14,39 58:48.422,75 06:18.665
2015,10,39 56:33.865,75 10:08.566
2015,9,40 01:42.750,75 05:28.527
2015,11,39 59:50.669,75 04:55.143
2015,20,39 57:47.990,75 14:47.688
2015,9,39 59:27.918,75 07:58.290
2015,23,39 59:37.496,75 11:33.681
2015,17,40 06:02.437,75 01:26.184
2015,6,39 56:41.437,75 11:28.470
2015,12,39 57:16.261,75 10:20.783
2015,16,40 00:12.783,75 06:01.684
2015,16,40 00:40.339,75 10:01.046
2015,21,39 56:52.000,75 13:38.791
2015,16,39 55:48.388,75 08:47.140
2015,22,39 57:27.432,75 08:44.473
2015,21,40 03:17.100,75 09:04.633
2015,0,40 01:39.336,75 01:27.742
2015,21,40 03:21.874,75 01:08.460
2015,11,39 58:07.388,75 14:40.030
2015,21,40 05:38.295,74 57:46.698
2015,8,40 01:20.289,75 09:43.290
2015,21,39 55:32.222,75 11:38.125
2015,12,39 58:41.804,75 07:07.852
2015,19,39 54:48.956,75 09:00.157
2015,20,39 57:46.230,75 09:40.452
2015,17,40 01:49.911,75 07:13.224
2015,23,39 56:45.413,75 09:54.202
2015,22,39 56:29.228,75 10:39.259
2015,18,39 58:57.900,75 13:50.900
2015,4,39 59:59.873,75 05:31.339
2015,15,40 02:01.136,75 03:49.097
2015,4,40 01:30.298,75 09:50.425
2015,17,40 00:54.888,75 10:11.461
2015,8,39 53:18.562,75 13:59.409
2015,18,39 57:29.061,75 09:44.627
2015,23,40 01:40.383,75 05:58.721
2015,21,39 58:17.270,75 09:34.235
2015,2,40 01:53.367,75 07:43.093
2015,9,40 02:45.429,75 00:06.477
2015,0,39 56:58.741,75 08:28.923
2015,8,39 58:33.531,75 09:34.070
2015,17,40 00:31.034,75 04:07.810
2015,13,39 58:53.344,75 07:02.419
2015,10,39 59:54.633,75 07:45.412
2015,12,39 56:56.623,75 09:20.444
2015,5,39 56:15.964,75 09:13.158
2015,8,39 57:44.928,75 12:58.376
